EmployeeID,FirstName,LastName,Age,Gender,DepartmentID,JobRoleID,EducationID,Salary,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,PerformanceRating,WorkLifeBalance,HireDate,TerminationDate,EmployeeStatus,Attrition,TerminationReason
100762,Nancy,Porter,48,Female,2,7,3,86400,7200,3.6,2.9,No,3,2,3,3,4,2022-12-20,,Active,No,
100763,James,Hoffman,40,Male,4,17,3,114500,9540,0.3,0.3,Yes,1,3,2,3,4,2026-03-18,,Active,No,
100764,Deborah,Green,27,Female,4,14,3,94700,7890,4.4,1.1,No,1,1,3,3,2,2022-02-20,,Active,No,
100765,Jeremy,Davies,37,Male,3,9,4,78800,6570,5.4,3.9,No,2,2,3,3,3,2021-01-31,,Active,No,
100766,Dustin,Hendricks,41,Male,2,8,3,120700,10060,10.5,0.4,Yes,4,4,4,2,2,2016-01-05,,Active,No,
100767,John,Martinez,36,Male,2,7,4,86200,7180,0.6,0.6,Yes,1,4,3,3,3,2025-12-08,,Active,No,
100768,Sarah,Hayes,45,Female,5,20,3,67600,5630,2.0,2.0,No,1,3,3,3,3,2024-07-06,,Active,No,
100769,Steven,Wallace,50,Male,2,8,3,108200,9020,0.1,0.1,No,2,2,4,3,3,2026-05-22,,Active,No,
100770,Brandon,Fleming,25,Male,7,28,3,54800,4570,4.8,1.2,No,10,3,2,3,3,2021-10-08,,Active,No,
100771,Ryan,Flores,51,Male,1,4,4,113600,9470,2.0,2.0,Yes,28,4,2,3,3,2024-07-11,,Active,No,
100772,Hannah,Brown,52,Female,4,15,2,85700,7140,4.1,1.6,No,4,3,4,4,3,2022-06-07,,Active,No,
100773,Kimberly,Vance,42,Female,5,19,3,79900,6660,4.9,4.3,No,1,3,2,3,4,2021-08-30,,Active,No,
100774,Samuel,Joseph,36,Male,2,8,4,131600,10970,0.8,0.8,Yes,1,4,2,4,3,2025-09-23,,Active,No,
100775,Tammy,Little,34,Female,6,25,4,110400,9200,2.5,2.5,Yes,4,4,4,4,3,2024-01-04,,Active,No,
100776,Riley,Hicks,39,Male,2,5,2,68800,5730,0.6,0.6,No,3,4,4,3,3,2025-12-05,,Active,No,
100777,Barbara,Harris,36,Female,1,2,2,52300,4360,0.6,0.6,No,1,3,1,2,4,2025-12-14,,Active,No,
100778,Charles,Tyler,36,Male,2,8,3,140800,11730,6.5,6.5,No,10,2,3,3,3,2020-01-04,,Active,No,
100779,Alexander,Spencer,52,Male,2,7,2,64900,5410,1.1,1.1,No,1,3,3,3,1,2025-06-14,,Active,No,
100780,Jackie,Lara,23,Female,4,17,5,165700,13810,2.4,2.4,No,12,3,4,2,3,2024-01-29,,Active,No,
100781,Juan,Salazar,39,Male,1,3,2,53400,4450,0.9,0.9,Yes,6,2,2,3,3,2025-08-11,,Active,No,
100782,Brandon,Parker,37,Male,3,11,3,55200,4600,0.8,0.8,No,11,2,3,4,3,2025-09-18,,Active,No,
100783,Zachary,Higgins,36,Male,1,1,3,53300,4440,0.4,0.4,No,23,3,3,2,4,2026-02-16,,Active,No,
100784,Joseph,Hammond,32,Male,2,8,4,119300,9940,0.7,0.7,No,1,3,3,3,3,2025-10-21,,Active,No,
100785,Rodney,Jones,28,Male,6,24,3,64900,5410,1.5,1.5,No,7,4,2,3,2,2025-01-20,,Active,No,
100786,William,Day,32,Male,9,33,1,79900,6660,0.7,0.3,No,6,4,2,3,3,2025-11-01,,Active,No,
100787,Joanna,Frazier,37,Female,7,26,2,57200,4770,0.3,0.3,No,4,2,1,2,1,2024-06-21,2024-10-08,Terminated,Yes,Manager / Culture Fit
100788,Haley,Humphrey,38,Female,2,7,4,79000,6580,0.9,0.9,No,10,4,4,3,4,2025-08-29,,Active,No,
100789,Richard,Bowman,47,Male,5,19,3,68000,5670,0.4,0.4,No,1,3,4,2,4,2026-03-04,,Active,No,
100790,Christopher,Burch,32,Male,1,3,3,58200,4850,2.1,0.6,Yes,11,4,4,3,3,2024-06-12,,Active,No,
100791,Jeffrey,Bartlett,41,Male,2,6,1,61900,5160,0.3,0.3,No,11,3,1,3,3,2025-01-12,2025-05-10,Terminated,Yes,Return to Education
100792,Amy,Martinez,40,Female,4,17,1,126200,10520,5.7,5.7,No,3,2,4,3,4,2020-10-10,,Active,No,
100793,Brittany,Martin,18,Female,1,3,4,78600,6550,5.9,0.0,No,13,4,2,2,1,2020-07-28,,Active,No,
100794,Frank,Fletcher,36,Male,4,14,3,89300,7440,4.3,4.3,No,13,4,4,3,3,2022-03-22,,Active,No,
100795,Gregory,Everett,31,Male,1,1,3,61700,5140,1.8,1.3,Yes,8,1,3,3,2,2024-07-01,2026-04-27,Terminated,Yes,Better Compensation Elsewhere
100796,Stephanie,Singleton,29,Female,1,3,4,83200,6930,3.7,1.6,Yes,4,4,3,4,2,2022-10-17,,Active,No,
100797,Danielle,Reid,43,Female,9,34,2,80000,6670,0.3,0.3,No,2,1,1,3,3,2026-04-08,,Active,No,
100798,Krista,Martinez,25,Female,4,13,3,79400,6620,0.2,0.2,Yes,1,2,4,3,4,2026-04-13,,Active,No,
100799,Elizabeth,Ferguson,53,Female,2,7,2,68400,5700,0.1,0.1,No,14,4,4,4,3,2026-05-26,,Active,No,
100800,Jonathan,Jackson,27,Male,7,27,3,58200,4850,5.2,0.3,No,2,1,3,3,3,2021-05-06,,Active,No,
100801,Todd,Moore,44,Male,7,26,3,55900,4660,0.4,0.0,Yes,6,3,3,3,2,2026-02-23,,Active,No,
100802,Mary,Le,33,Female,8,31,3,51000,4250,2.6,0.2,No,2,3,4,3,3,2023-11-28,,Active,No,
100803,Lisa,Kirby,36,Female,8,31,4,56000,4670,0.6,0.6,No,1,2,1,3,3,2025-12-10,,Active,No,
100804,Kristy,Bryan,30,Female,8,32,3,72700,6060,1.5,1.5,No,5,4,3,3,4,2025-01-22,,Active,No,
100805,Alyssa,Williams,23,Female,7,29,3,96000,8000,4.6,2.4,Yes,10,3,4,2,3,2021-12-09,,Active,No,
100806,Margaret,Ray,48,Female,2,6,3,81800,6820,4.1,1.4,No,1,4,4,3,3,2022-06-03,,Active,No,
100807,Matthew,Wang,33,Male,3,10,3,59000,4920,0.4,0.4,No,4,2,3,3,1,2026-02-15,,Active,No,
100808,Jennifer,Fowler,35,Female,4,14,3,82700,6890,2.0,2.0,Yes,2,2,4,3,3,2024-03-10,2026-03-27,Terminated,Yes,Retirement
100809,Kathleen,Burton,22,Female,5,20,4,77600,6470,0.7,0.7,Yes,11,3,2,3,2,2025-08-21,2026-05-18,Terminated,Yes,Layoff / Restructuring
100810,Donna,Frye,50,Female,1,3,4,69100,5760,1.1,1.1,No,7,3,4,4,2,2025-06-19,,Active,No,
100811,John,Ballard,23,Male,3,12,2,83500,6960,0.3,0.3,No,11,1,4,4,3,2026-03-24,,Active,No,
100812,Michael,Evans,57,Male,1,3,1,48000,4000,0.1,0.1,No,4,2,4,3,3,2026-03-08,2026-04-14,Terminated,Yes,Retirement
100813,Benjamin,Brown,50,Male,1,1,2,48200,4020,1.0,1.0,No,15,3,3,4,3,2025-06-26,2026-07-05,Terminated,Yes,Manager / Culture Fit
100814,Jeffrey,Washington,37,Male,5,18,2,61200,5100,0.8,0.8,No,6,1,4,3,3,2025-09-20,,Active,No,
100815,Christina,Lawson,23,Female,3,10,3,58100,4840,0.7,0.7,Yes,13,2,4,3,2,2025-08-09,2026-04-28,Terminated,Yes,Return to Education
100816,Erik,Higgins,38,Male,1,4,2,92400,7700,0.8,0.8,No,38,4,3,3,3,2024-02-28,2024-12-27,Terminated,Yes,Retirement
100817,Morgan,Valencia,36,Female,1,1,3,52400,4370,1.0,0.2,Yes,6,3,4,3,2,2025-07-08,,Active,No,
100818,William,Anderson,39,Male,8,31,5,63500,5290,0.3,0.1,No,15,1,1,2,1,2026-04-04,2026-07-07,Terminated,Yes,Better Compensation Elsewhere
100819,Jacqueline,Hoffman,38,Female,6,24,3,68400,5700,0.9,0.9,No,6,4,3,2,3,2025-08-05,,Active,No,
100820,Emma,Owens,35,Female,2,5,2,71500,5960,6.3,0.2,No,21,3,3,3,3,2020-03-04,,Active,No,
100821,Derek,Wright,39,Male,2,8,3,113200,9430,0.8,0.8,Yes,11,1,1,3,3,2025-09-03,,Active,No,
100822,Brent,Roberts,41,Male,3,11,3,53900,4490,0.2,0.2,No,23,3,3,3,4,2026-04-11,,Active,No,
100823,Janet,Gilbert,42,Female,8,32,4,80300,6690,1.1,1.1,Yes,9,3,2,4,1,2025-06-16,,Active,No,
100824,David,Grimes,39,Male,8,32,4,82200,6850,3.8,0.5,Yes,19,3,4,4,4,2022-10-02,,Active,No,
100825,Caitlin,Murphy,37,Female,1,3,2,49800,4150,0.6,0.6,No,3,3,4,3,2,2023-11-13,2024-06-12,Terminated,Yes,Work-Life Balance
100826,Kenneth,Edwards,29,Male,7,28,2,50200,4180,4.1,3.7,No,1,4,3,2,3,2022-06-01,,Active,No,
100827,Phillip,Jimenez,32,Male,1,1,4,74300,6190,0.1,0.1,Yes,3,4,4,3,1,2026-05-25,,Active,No,
100828,Jose,Jimenez,43,Male,7,27,3,49300,4110,1.5,0.6,No,11,4,2,4,3,2025-01-08,,Active,No,
100829,Elizabeth,Johnson,32,Female,7,29,2,89600,7470,0.5,0.5,No,10,3,2,2,4,2024-08-19,2025-02-08,Terminated,Yes,Performance
100830,Tony,Wagner,44,Male,8,32,5,99600,8300,0.4,0.4,No,1,4,3,3,4,2026-02-22,,Active,No,
100831,Vincent,Lewis,45,Male,3,11,3,58100,4840,0.8,0.8,Yes,34,4,3,4,2,2025-10-04,,Active,No,
100832,Heather,Williams,31,Female,2,6,3,75200,6270,6.0,0.7,Yes,1,3,4,3,3,2020-07-01,,Active,No,
100833,Johnny,Khan,29,Male,6,22,3,59300,4940,1.4,0.9,No,1,4,4,3,2,2025-02-28,,Active,No,
100834,Martha,Ruiz,57,Female,1,4,4,116900,9740,0.9,0.9,No,9,2,3,2,2,2025-09-02,,Active,No,
100835,Joshua,Boone,29,Male,7,28,1,50800,4230,0.6,0.6,Yes,13,3,2,4,1,2025-11-22,,Active,No,
100836,Jessica,Khan,42,Female,4,16,1,73000,6080,0.5,0.5,No,3,4,4,3,2,2026-01-05,,Active,No,
100837,Monica,Gallagher,37,Female,9,33,3,83500,6960,1.0,1.0,No,4,1,4,3,3,2024-12-19,2025-12-02,Terminated,Yes,Relocation
100838,Jacob,Morales,25,Male,1,1,3,60200,5020,0.1,0.1,No,1,4,4,2,2,2026-05-22,2026-06-29,Terminated,Yes,Performance
100839,Laura,Lee,32,Female,2,7,4,86900,7240,2.5,2.5,Yes,5,2,4,3,3,2023-12-27,,Active,No,
100840,Kristen,Jones,39,Female,4,16,3,92800,7730,2.8,2.8,No,3,4,1,2,3,2023-09-24,,Active,No,
100841,Jonathan,Duran,20,Male,6,22,3,66500,5540,0.9,0.3,No,12,4,4,3,2,2025-04-25,2026-04-04,Terminated,Yes,Performance
100842,Douglas,Hays,39,Male,5,19,3,73000,6080,0.2,0.1,No,9,3,3,3,2,2026-05-01,,Active,No,
100843,Melanie,Wilson,35,Female,2,6,4,102200,8520,0.7,0.7,Yes,2,2,2,3,4,2021-07-26,2022-04-22,Terminated,Yes,Work-Life Balance
100844,Vanessa,Long,43,Female,4,16,2,79300,6610,0.5,0.5,No,3,3,4,2,3,2025-08-11,2026-02-19,Terminated,Yes,Retirement
100845,Robert,Morgan,45,Male,2,8,4,141200,11770,1.3,1.3,No,11,3,3,3,2,2025-04-01,,Active,No,
100846,Todd,Fischer,25,Male,7,27,3,55100,4590,0.8,0.7,Yes,10,3,4,3,2,2025-09-04,,Active,No,
100847,Christina,Hicks,18,Female,5,21,4,119500,9960,0.7,0.4,Yes,1,3,1,3,2,2025-07-27,2026-04-25,Terminated,Yes,Career Growth / Promotion Elsewhere
100848,Jonathan,Williams,45,Male,2,8,2,113200,9430,1.8,1.8,Yes,8,4,3,3,3,2024-09-16,,Active,No,
100849,Chad,Cook,44,Male,6,25,4,137800,11480,5.4,0.6,Yes,5,4,4,4,2,2019-10-03,2025-03-01,Terminated,Yes,Family / Personal Reasons
100850,Kara,Bryant,34,Female,2,5,3,70600,5880,0.3,0.3,No,1,4,1,2,3,2026-03-15,,Active,No,
100851,Lisa,Robertson,41,Female,7,28,4,69700,5810,2.1,0.9,No,1,3,2,3,2,2024-06-12,,Active,No,
100852,Erin,Austin,38,Female,4,14,3,85900,7160,0.3,0.3,Yes,18,1,4,3,2,2024-11-15,2025-03-03,Terminated,Yes,Manager / Culture Fit
100853,Christopher,Ewing,46,Male,1,4,4,111100,9260,0.6,0.6,No,1,3,3,3,3,2025-12-07,,Active,No,
100854,Nancy,Evans,27,Female,8,30,3,41300,3440,0.5,0.5,No,5,2,4,3,3,2026-01-15,,Active,No,
100855,George,Clayton,33,Male,7,28,4,63100,5260,0.1,0.1,No,4,2,2,4,3,2026-06-07,,Active,No,
100856,Kim,Erickson,36,Female,8,30,3,52700,4390,2.0,0.1,Yes,9,4,4,3,2,2024-07-04,,Active,No,
100857,Elijah,Cabrera,43,Male,4,15,1,60700,5060,0.0,0.0,No,12,3,3,3,2,2026-07-08,2026-07-10,Terminated,Yes,Retirement
100858,Jacob,Nunez,42,Male,8,30,3,43700,3640,0.3,0.3,No,1,3,2,4,3,2026-03-27,,Active,No,
100859,William,Silva,43,Male,1,4,3,87200,7270,0.4,0.4,No,2,4,1,3,3,2026-02-15,,Active,No,
100860,Robert,Swanson,18,Male,7,28,4,70800,5900,2.4,1.6,No,1,4,3,3,3,2024-02-10,,Active,No,
100861,Melissa,Johnson,40,Female,2,6,4,83900,6990,5.3,1.2,No,1,3,3,3,3,2021-04-04,,Active,No,
100862,John,Coffey,39,Male,6,22,2,61400,5120,0.2,0.2,No,2,4,4,2,3,2026-04-23,,Active,No,
100863,Rachel,Parsons,36,Female,2,8,4,121300,10110,0.0,0.0,Yes,2,4,4,3,3,2026-07-01,,Active,No,
100864,Laura,Griffith,38,Female,6,22,5,87700,7310,0.3,0.3,No,5,3,1,4,3,2026-03-21,,Active,No,
100865,Kevin,Jackson,35,Male,3,10,3,59900,4990,1.8,1.8,No,12,4,3,3,2,2024-09-19,,Active,No,
100866,Lori,Harvey,27,Female,4,17,1,105700,8810,3.5,1.2,No,2,2,4,3,1,2023-01-19,,Active,No,
100867,Sarah,Hernandez,30,Female,4,13,5,105200,8770,2.4,1.0,Yes,45,1,4,2,2,2021-01-05,2023-05-29,Terminated,Yes,Better Compensation Elsewhere
100868,Melanie,Johnson,37,Female,4,15,4,85800,7150,1.0,1.0,Yes,9,1,2,3,3,2025-07-24,,Active,No,
100869,Tiffany,Rodriguez,34,Female,1,2,5,82200,6850,0.0,0.0,No,1,3,1,3,2,2026-07-05,,Active,No,
100870,Albert,Edwards,33,Male,5,19,5,98600,8220,0.0,0.0,Yes,3,4,4,2,4,2026-06-25,2026-07-10,Terminated,Yes,Return to Education
100871,Brittany,Vaughn,29,Female,4,13,3,92900,7740,4.6,1.9,No,4,3,4,3,4,2021-11-24,,Active,No,
100872,Jason,Hampton,31,Male,1,2,3,55800,4650,1.3,0.3,No,1,3,3,3,3,2025-03-06,,Active,No,
100873,Thomas,Salas,54,Male,5,19,3,73800,6150,9.8,1.8,No,21,4,3,3,1,2016-09-18,,Active,No,
100874,Nancy,Brown,31,Female,1,2,3,62300,5190,0.5,0.5,No,3,3,3,3,4,2025-12-28,,Active,No,
100875,Brenda,Clark,38,Female,7,28,3,53900,4490,4.2,2.7,No,14,2,2,3,3,2022-05-04,,Active,No,
100876,Erika,Bates,38,Female,1,2,3,58200,4850,0.5,0.5,Yes,1,4,4,2,2,2025-12-30,,Active,No,
100877,Joseph,Edwards,30,Male,3,9,4,63200,5270,1.4,1.4,No,3,4,2,3,2,2023-06-14,2024-11-01,Terminated,Yes,Family / Personal Reasons
100878,Carrie,Barr,41,Female,4,14,2,66400,5530,2.6,0.1,No,1,1,1,3,2,2023-11-26,,Active,No,
100879,Gloria,Gomez,27,Female,2,6,3,78600,6550,2.6,2.6,Yes,22,4,1,3,4,2023-11-29,,Active,No,
100880,Patricia,Le,40,Female,1,3,3,58400,4870,0.5,0.5,Yes,2,1,3,2,2,2023-06-04,2023-11-18,Terminated,Yes,Layoff / Restructuring
100881,Mason,Steele,59,Male,1,1,2,58300,4860,0.9,0.1,Yes,4,3,4,3,3,2025-07-30,,Active,No,
100882,Lisa,Lee,43,Female,7,26,3,53000,4420,0.8,0.8,Yes,1,1,2,3,3,2025-08-27,2026-06-21,Terminated,Yes,Layoff / Restructuring
100883,David,Grant,32,Male,8,30,3,51600,4300,2.0,2.0,No,44,3,2,3,1,2024-07-04,,Active,No,
100884,Courtney,Dudley,45,Female,6,24,4,71400,5950,0.3,0.3,Yes,8,2,4,3,1,2026-02-16,2026-06-01,Terminated,Yes,Layoff / Restructuring
100885,Elizabeth,Roberts,39,Female,2,7,4,86800,7230,1.4,0.7,No,4,1,2,3,1,2025-02-06,,Active,No,
100886,Daniel,Bush,41,Male,1,1,4,80900,6740,9.1,8.2,Yes,2,2,4,3,3,2017-06-04,,Active,No,
100887,Emily,Bailey,31,Female,1,2,3,71500,5960,1.0,0.9,Yes,1,1,3,3,1,2025-07-03,,Active,No,
100888,Taylor,Pope,48,Female,2,7,5,104800,8730,0.1,0.1,No,25,2,3,3,2,2026-06-21,,Active,No,
100889,Donald,Martinez,55,Male,2,5,4,93400,7780,3.6,0.2,Yes,7,3,4,3,4,2022-11-20,,Active,No,
100890,Michael,James,27,Male,2,6,1,62800,5230,1.0,0.6,No,28,3,1,3,3,2025-07-23,,Active,No,
100891,William,Cardenas,51,Male,7,29,4,126800,10570,6.6,2.9,No,2,2,3,2,3,2019-11-26,,Active,No,
100892,Tina,Ballard,38,Female,3,9,3,61400,5120,0.7,0.7,Yes,8,3,2,4,2,2024-06-08,2025-02-20,Terminated,Yes,Career Growth / Promotion Elsewhere
100893,Donna,Roberts,51,Female,7,29,3,85000,7080,1.2,1.2,Yes,14,2,4,3,3,2025-04-18,,Active,No,
100894,Michelle,Reed,37,Female,1,4,3,76000,6330,5.0,4.1,No,1,1,4,3,4,2021-07-15,,Active,No,
100895,Jeremy,Scott,24,Male,2,7,3,64100,5340,0.4,0.4,No,13,4,2,3,1,2026-01-30,,Active,No,
100896,John,Harris,49,Male,4,17,2,130400,10870,1.1,1.1,Yes,4,3,2,3,3,2023-04-08,2024-05-24,Terminated,Yes,Career Growth / Promotion Elsewhere
100897,Joshua,Fitzpatrick,26,Male,7,29,1,108000,9000,10.9,4.3,No,3,2,3,4,3,2015-08-12,,Active,No,
100898,Michael,Taylor,34,Male,7,27,2,55400,4620,6.1,1.5,No,1,4,4,3,4,2020-05-19,,Active,No,
100899,Luis,Matthews,39,Male,5,18,4,83600,6970,0.7,0.7,No,1,2,3,4,3,2025-10-10,,Active,No,
100900,David,Santiago,35,Male,6,24,4,85400,7120,6.0,3.5,No,2,3,3,3,4,2020-07-05,,Active,No,
100901,Joseph,Little,48,Male,4,16,2,88900,7410,11.5,0.8,Yes,29,3,4,3,3,2015-01-12,,Active,No,
100902,Anthony,Gutierrez,33,Male,7,26,3,49800,4150,0.7,0.7,Yes,5,1,4,3,3,2025-10-24,,Active,No,
100903,Michelle,Garcia,29,Female,1,1,5,82400,6870,1.9,1.9,No,2,4,2,3,2,2024-08-28,,Active,No,
100904,Randy,Smith,50,Male,2,8,3,104400,8700,0.4,0.2,No,1,3,4,3,2,2026-01-30,,Active,No,
100905,Joshua,Hickman,45,Male,8,31,3,50600,4220,1.5,1.5,Yes,2,3,2,3,2,2024-12-21,,Active,No,
100906,Jason,Donovan,31,Male,7,29,2,94300,7860,6.1,2.1,Yes,4,3,2,3,3,2020-06-10,,Active,No,
100907,Shawn,Woods,47,Male,2,5,4,85300,7110,0.6,0.6,No,6,4,1,3,3,2025-11-30,,Active,No,
100908,Curtis,Maynard,32,Male,2,8,4,145600,12130,0.2,0.2,No,1,3,3,3,3,2026-04-16,,Active,No,
100909,Frank,Brewer,37,Male,3,12,4,108400,9030,0.1,0.1,No,27,2,2,3,2,2025-08-04,2025-09-09,Terminated,Yes,Performance
100910,Susan,Davis,32,Female,1,1,4,61900,5160,1.5,1.3,Yes,6,1,4,3,2,2025-01-07,,Active,No,
100911,Kenneth,Nichols,51,Male,4,15,3,78100,6510,0.1,0.1,Yes,3,3,4,3,2,2024-07-07,2024-08-29,Terminated,Yes,Relocation
100912,Nathaniel,Zuniga,40,Male,2,5,3,80800,6730,1.7,0.1,No,17,2,2,3,2,2024-10-30,,Active,No,
100913,Susan,Thompson,33,Female,7,27,4,76900,6410,1.8,1.6,No,8,4,3,3,3,2024-10-01,,Active,No,
100914,Stephen,Thompson,22,Male,5,20,3,69000,5750,2.2,2.2,No,3,2,1,3,3,2024-04-28,,Active,No,
100915,Thomas,Osborn,47,Male,5,20,3,74400,6200,5.6,4.9,Yes,1,1,2,3,4,2020-12-11,,Active,No,
100916,Jennifer,Simpson,18,Female,7,29,4,106700,8890,4.6,2.9,Yes,12,3,4,3,2,2021-12-13,,Active,No,
100917,Taylor,Hayden,30,Female,1,3,2,62800,5230,7.2,0.9,Yes,2,4,4,3,3,2019-04-17,,Active,No,
100918,Tammy,Mcdowell,22,Female,1,4,4,111800,9320,0.2,0.2,Yes,12,2,2,3,3,2025-03-18,2025-05-25,Terminated,Yes,Work-Life Balance
100919,Alexandra,Bradley,30,Female,6,22,5,92400,7700,11.5,4.1,Yes,1,3,2,3,4,2015-01-22,,Active,No,
100920,Ashley,Bird,33,Female,1,1,3,57200,4770,0.1,0.1,No,39,4,2,3,1,2026-04-12,2026-05-25,Terminated,Yes,Return to Education
100921,Dustin,Hays,46,Male,4,16,3,78500,6540,0.0,0.0,No,1,4,3,3,1,2026-06-28,,Active,No,
100922,Kimberly,Snyder,49,Female,1,4,4,118700,9890,5.2,5.2,No,4,4,4,1,4,2021-04-24,,Active,No,
100923,Teresa,Rosales,28,Female,2,6,2,66100,5510,3.3,3.0,Yes,2,3,4,3,4,2023-03-11,,Active,No,
100924,Julie,Lee,36,Female,4,16,2,80300,6690,1.2,0.8,Yes,2,4,1,3,2,2025-04-13,,Active,No,
100925,Ashley,Martin,36,Female,2,7,2,57700,4810,0.3,0.3,No,29,3,2,2,3,2026-01-18,2026-04-25,Terminated,Yes,Manager / Culture Fit
100926,Judy,Scott,52,Female,1,4,4,97100,8090,1.5,1.5,No,1,2,2,2,3,2024-12-27,,Active,No,
100927,Cody,Doyle,25,Male,3,12,3,101900,8490,10.3,0.4,No,2,1,4,3,3,2016-03-04,,Active,No,
100928,Rachel,Bradley,43,Female,2,5,4,88400,7370,3.9,0.7,No,7,4,2,4,3,2022-07-29,,Active,No,
100929,Nicole,Thompson,18,Female,1,3,5,82000,6830,1.1,1.1,Yes,8,2,4,1,3,2024-11-19,2026-01-10,Terminated,Yes,Position Eliminated
100930,Scott,Prince,40,Male,7,28,4,67700,5640,2.2,0.3,Yes,26,2,4,3,3,2024-04-14,,Active,No,
100931,Samantha,Robertson,33,Female,2,7,2,71600,5970,2.1,2.1,No,5,4,4,3,4,2024-05-20,,Active,No,
100932,Brandon,Caldwell,31,Male,1,3,2,51600,4300,0.1,0.1,No,14,3,4,4,1,2026-06-05,,Active,No,
100933,Cody,Taylor,47,Male,1,2,4,73100,6090,0.4,0.4,Yes,1,2,4,3,1,2026-02-13,,Active,No,
100934,Erica,Wright,35,Female,7,29,3,82800,6900,0.8,0.8,Yes,21,4,4,4,4,2025-09-26,,Active,No,
100935,Debbie,Young,39,Female,4,13,4,91700,7640,1.1,0.5,No,7,1,2,3,2,2022-09-06,2023-10-31,Terminated,Yes,Performance
100936,Paul,Finley,38,Male,2,5,3,73700,6140,4.9,1.4,No,19,3,4,2,1,2021-08-23,,Active,No,
100937,Eric,Sharp,50,Male,4,13,5,103400,8620,4.4,4.4,No,2,2,2,1,4,2022-02-21,,Active,No,
100938,Adam,Valdez,31,Male,1,4,2,91600,7630,2.2,1.7,Yes,8,1,1,3,3,2024-05-09,,Active,No,
100939,Michael,Brown,51,Male,2,5,3,76800,6400,0.4,0.4,Yes,1,3,1,3,2,2024-09-10,2025-02-09,Terminated,Yes,Policy Violation
100940,Bailey,Parker,25,Female,1,2,3,66000,5500,0.6,0.6,No,5,3,4,4,3,2025-11-25,,Active,No,
100941,Jennifer,Shaw,41,Female,3,9,3,60400,5030,3.9,0.6,Yes,6,3,4,3,2,2022-07-29,,Active,No,
100942,Steven,Padilla,43,Male,1,3,4,67400,5620,8.8,0.6,No,1,4,2,3,1,2017-09-12,,Active,No,
100943,Emily,Wilson,41,Female,2,5,4,87500,7290,2.0,2.0,No,9,4,4,3,2,2024-06-26,,Active,No,
100944,Sydney,Phillips,22,Female,2,8,2,114400,9530,4.4,3.7,No,1,2,3,2,3,2022-03-02,,Active,No,
100945,Lisa,Robinson,25,Female,1,3,3,68000,5670,2.8,2.8,Yes,9,4,2,3,1,2023-10-06,,Active,No,
100946,Casey,Hernandez,27,Male,3,12,1,83000,6920,2.9,2.9,No,3,3,3,3,3,2023-08-31,,Active,No,
100947,Nicole,Obrien,35,Female,2,5,4,86200,7180,0.2,0.2,No,11,4,3,1,4,2025-03-23,2025-06-02,Terminated,Yes,Policy Violation
100948,Jason,Dunn,18,Male,1,3,4,66600,5550,0.5,0.5,Yes,11,4,4,4,4,2026-01-23,,Active,No,
100949,John,Medina,35,Male,4,15,3,87500,7290,5.1,1.1,No,6,3,4,3,2,2021-05-25,,Active,No,
100950,Matthew,Robinson,49,Male,1,1,1,49400,4120,0.4,0.4,No,10,3,4,3,3,2026-02-10,,Active,No,
100951,Danielle,Fischer,47,Female,5,19,1,57400,4780,0.1,0.1,No,2,3,1,2,1,2026-05-24,2026-07-01,Terminated,Yes,Relocation
100952,Shane,Miller,45,Male,9,35,3,112100,9340,1.8,0.0,Yes,1,1,4,4,2,2024-09-22,,Active,No,
100953,Jeremy,Padilla,36,Male,8,31,2,46100,3840,4.0,4.0,No,15,4,1,3,1,2022-06-25,,Active,No,
100954,Angela,Elliott,49,Female,9,33,4,107300,8940,0.9,0.9,Yes,1,3,4,3,3,2025-08-26,,Active,No,
100955,Antonio,Kelley,34,Male,2,5,3,76200,6350,0.5,0.5,Yes,1,2,3,3,3,2026-01-22,,Active,No,
100956,Jonathan,Armstrong,47,Male,4,15,4,106700,8890,0.2,0.2,Yes,12,4,1,2,2,2026-05-06,,Active,No,
100957,Chris,Murphy,54,Male,6,24,3,60200,5020,0.1,0.1,No,5,2,2,3,2,2026-04-22,2026-06-10,Terminated,Yes,Career Growth / Promotion Elsewhere
100958,Joseph,Wilson,43,Male,3,11,1,55000,4580,5.2,0.2,Yes,1,3,3,4,4,2021-05-05,,Active,No,
100959,Daniel,Aguilar,29,Male,2,6,2,64100,5340,0.3,0.3,No,2,3,4,3,3,2026-03-23,,Active,No,
100960,Brandon,Dixon,34,Male,1,4,3,82200,6850,0.3,0.3,No,2,1,3,3,4,2026-03-08,,Active,No,
100961,Robert,Chavez,45,Male,7,26,3,69500,5790,11.2,3.7,No,26,4,4,3,3,2015-05-09,,Active,No,
100962,Jose,Bryant,41,Male,6,24,1,61400,5120,6.8,2.2,Yes,2,4,4,3,3,2019-10-06,,Active,No,
100963,Anthony,Ford,39,Male,2,5,3,75600,6300,6.4,0.1,Yes,11,1,3,3,1,2020-01-31,,Active,No,
100964,Renee,Cummings,38,Female,1,2,3,57800,4820,2.0,2.0,Yes,7,3,3,3,3,2024-07-13,,Active,No,
100965,Jennifer,Velasquez,37,Female,1,3,2,57200,4770,1.0,1.0,Yes,9,3,1,4,4,2025-05-05,2026-05-14,Terminated,Yes,Policy Violation
